,locID,lat,lon,data
4129,1128552,38.89,-77.54,2954526.0
4130,1163457,37.73,-76.46,3130664.0
4131,1155807,37.81,-76.7,3028413.0
4132,1137727,37.61,-77.26,3080141.0
4133,1140150,38.89,-77.18,2968369.0
4134,1067349,36.81,-79.9,3114297.0
4135,1149251,38.05,-76.9,3066159.0
4136,1085240,38.09,-79.1,3157866.0
4137,1100968,37.21,-78.5,3157553.0
4138,1075853,38.41,-79.54,3017827.0
4139,1180419,36.85,-75.98,3086347.0
4140,1115596,38.65,-77.98,3001374.0
4141,1114323,39.17,-78.02,2980663.0
4142,1105575,37.97,-78.34,3062302.0
4143,1051666,37.33,-80.58,2972993.0
4144,1089061,37.17,-78.98,3170882.0
4145,1024005,36.73,-81.82,3055707.0
4146,1133712,36.65,-77.38,3175536.0
4147,1087319,37.29,-79.02,3160818.0
4148,1091393,38.45,-78.86,3034850.0
4149,1087296,37.77,-79.02,3074152.0
4150,1034748,37.17,-81.3,2953010.0
4151,1113579,38.81,-78.02,2989149.0
4152,1073111,37.61,-79.66,3052712.0
4153,1071223,37.89,-79.74,2996760.0
4154,1107693,38.01,-78.26,3071837.0
4155,1084946,37.17,-79.14,3173119.0
4156,1121114,36.57,-77.78,3161767.0
4157,1071934,37.13,-79.7,3145571.0
